machine_name,manufacturer,release_date,machine_type,rtp_setting1,rtp_setting2,rtp_setting3,rtp_setting4,rtp_setting5,rtp_setting6,bb_setting1,bb_setting2,bb_setting3,bb_setting4,bb_setting5,bb_setting6,rb_setting1,rb_setting2,rb_setting3,rb_setting4,rb_setting5,rb_setting6,notes,source_url,source_status,source_confidence,source_query,source_candidate_count,source_reason,canonical_machine_name,manufacturer_canonical,cabinet_type,game_type,bt_flag,at_initial_setting1,at_initial_setting2,at_initial_setting3,at_initial_setting4,at_initial_setting5,at_initial_setting6,bonus_initial_setting1,bonus_initial_setting2,bonus_initial_setting3,bonus_initial_setting4,bonus_initial_setting5,bonus_initial_setting6,bonus_combined_setting1,bonus_combined_setting2,bonus_combined_setting3,bonus_combined_setting4,bonus_combined_setting5,bonus_combined_setting6,combined_initial_setting1,combined_initial_setting2,combined_initial_setting3,combined_initial_setting4,combined_initial_setting5,combined_initial_setting6,rtp_complete_setting1,rtp_complete_setting2,rtp_complete_setting3,rtp_complete_setting4,rtp_complete_setting5,rtp_complete_setting6,source_title,source_checked_at
ドッチ,KITA DENSHI（北電子）,2026-04-20,スマスロ / AT,97.6,98.7,100.4,103.5,107.5,108.2,1/329.7,1/314.7,1/295.6,1/274.3,1/249.1,1/227.4,1/349.5,1/342.8,1/339.4,1/328.1,1/321.5,1/314.3,北電子「Simple Smart AT(SSAT)」第2弾、純増5.5枚ボーナス+ループ率約82%のST搭載、ボーナス合算1/169.4(設定1)〜1/131.9(設定6)、設定3で機械割100%超・設定6で約108.2%、チェリー・スイカ確率が高設定ほど軽くなり階段状の設定差(特にチェリーが主要判別要素)、ボーナス合算は設定1=1/169.4/設定2=1/163.8/設定3=1/157.8/設定4=1/149.3/設定5=1/140.2/設定6=1/131.9,https://1geki.jp/slot/l_asd/,selected,0.9,ドッチ,1,title_contains,ドッチ,北電子,スマスロ,AT,0,,,,,,,,,,,,,1/169.4,1/163.8,1/157.8,1/149.3,1/140.2,1/131.9,,,,,,,,,,,,,,
ドリフターズ,サミー,2022-02-07,AT,97.8,98.7,100.5,104.4,107.2,110.1,,,,,,,,,,,,,AT確率:1/552〜1/361 天井:800G,https://1geki.jp/slot/s_drifters/,selected,0.9,ドリフターズ,1,title_contains,ドリフターズ,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ドンちゃん2,アクロス,2019-03-18,ノーマル,98.9,101.4,,,105.4,108.8,1/273.1,1/264.3,,,1/244.5,1/234.1,1/385.5,1/364.1,,,1/324.4,1/297.9,"設定1,2,5,6 天井なし",https://1geki.jp/slot/s_don2/,selected,0.9,ドンちゃん2,1,title_contains,ドンちゃん2,アクロス,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ナイツ,YAMASA NEXT（山佐ネクスト）,2023-07-03,AT,98.9,100.0,101.6,104.0,107.0,110.5,1/264.3,1/254.0,1/237.4,1/214.9,1/196.2,1/182.0,,,,,,,BB確率表記 (擬似ボーナス)、ボーナス合算は設定1=1/172.0/設定2=1/167.1/設定3=1/161.0/設定4=1/153.4/設定5=1/146.6/設定6=1/140.3,https://1geki.jp/slot/s_pachisuro_nights/,selected,0.9,ナイツ,2,title_contains,ナイツ,山佐ネクスト,メダル,AT,0,,,,,,,,,,,,,1/172.0,1/167.1,1/161.0,1/153.4,1/146.6,1/140.3,,,,,,,,,,,,,,
ニューキングハナハナV‐30,PIONEER（パイオニア）,2026-01-05,ノーマル / BT,97.0,99.0,101.0,104.0,,,1/299,1/291,1/281,1/268,,,1/496,1/471,1/442,1/409,,,設定6機械割110.2%、設定6でBIG1/226.0・REG1/278.9(合算1/186〜1/150)、REG確率の設定差最大約1.73倍、ボーナス中スイカ出現率に設定差、ボーナス終了後ハイビスカスランプ色が設定示唆、ボーナス合算は設定1=1/186/設定2=1/180/設定3=1/172/設定4=1/162、設定V:BB=1/253/RB=1/372/ボーナス合算=1/150/出玉率=108,https://1geki.jp/slot/s_new_king_hanahana_v30/,selected,0.9,ニューキングハナハナV‐30,1,title_contains,ニューキングハナハナV‐30,パイオニア,メダル,ノーマル,1,,,,,,,,,,,,,1/186,1/180,1/172,1/162,,,,,,,,,,,,,,,,
ニューゲッターマウス,アクロス,2022-07-04,ノーマル,97.7,99.4,,,105.1,108.4,1/282.5,1/273.1,,,1/256.0,1/240.9,1/282.5,1/273.1,,,1/256.0,1/240.9,"設定1,2,5,6 天井なし",https://1geki.jp/slot/s_new_gettermouse/,selected,0.85,ニューゲッターマウス,1,title_contains,ニューゲッターマウス,アクロス,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ニューパルサーBT,YAMASA（山佐）,2025-06-02,スマスロ / ノーマル / BT,98.7,100.1,,,103.0,106.8,,,,,,,,,,,,,スマスロ/ボーナストリガー機、4段階設定、機械割は設定1=98.7%(完全攻略100.0%)/設定2=100.1%(101.5%)/設定5=103.0%(104.5%)/設定6=106.8%(108.3%)、ボーナス合算確率は設定1=1/183.1〜設定6=1/156.0、全設定BB:RB当選比率1:1(初当り時)、BB獲得枚数309枚以上(平均359枚、BT連荘含む)、RB獲得枚数最大107枚、天井非搭載、ボーナス合算は設定1=1/183.1/設定2=1/173.4/設定5=1/166.3/設定6=1/156.0、完全攻略時出玉率は設定1=100.0%/設定2=101.5%/設定5=104.5%/設定6=108.3%、一撃掲載表にBB/RB個別確率なし,https://1geki.jp/slot/lb_newpulsar/,selected,1.0,ニューパルサーBT,1,manual_alias,ニューパルサーBT,山佐,スマスロ,ノーマル,1,,,,,,,,,,,,,1/183.1,1/173.4,,,1/166.3,1/156.0,,,,,,,100.0,101.5,,,104.5,108.3,,
ニューパルサーDX3,山佐,2021-10-04,ノーマル,97.4,98.6,99.8,102.2,104.1,106.8,1/273.1,1/268.6,1/260.1,1/248.2,1/240.9,1/234.1,1/385.5,1/372.4,1/344.9,1/315.1,1/287.4,1/264.3,天井:非搭載,https://1geki.jp/slot/s_newpal_dx3/,selected,1.0,ニューパルサーDX3,1,manual_verified_distinct_machine,ニューパルサーDX3,山佐,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ニューパルサーSP4 with 太鼓の達人,山佐,2024-05-07,ノーマル,97.4,98.6,100.2,103.8,106.1,108.3,1/273.1,1/268.6,1/258.0,1/248.2,1/240.9,1/234.1,1/385.5,1/372.4,1/334.4,1/303.4,1/287.4,1/264.3,天井:非搭載,https://1geki.jp/slot/s_newpulsar_with_tt/,selected,1.0,ニューパルサーSP4 with 太鼓の達人,1,manual_verified_distinct_machine,ニューパルサーSP4 with 太鼓の達人,山佐,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ニューパルサーSPⅢ,山佐,2021-04-05,ノーマル,97.4,98.6,100.1,102.7,105.0,108.1,1/273.1,1/268.6,1/260.1,1/248.2,1/240.9,1/234.1,1/385.5,1/372.4,1/344.9,1/315.1,1/287.4,1/264.3,天井:非搭載,https://1geki.jp/slot/s_newpulsar_sp3/,selected,1.0,ニューパルサーSPⅢ,1,manual_verified_distinct_machine,ニューパルサーSPⅢ,山佐,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ネオアイムジャグラーEX,北電子,2025-09-01,ノーマル,97.0,98.0,99.5,101.1,103.3,105.5,1/273.1,1/269.7,1/269.7,1/259.0,1/259.0,1/255.0,1/439.8,1/399.6,1/331.0,1/315.1,1/255.0,1/255.0,天井:非搭載,https://1geki.jp/slot/s_nijex/,selected,0.9,ネオアイムジャグラーEX,1,title_contains,ネオアイムジャグラーEX,北電子,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ネオプラネット,SEVEN LEAGUE（セブンリーグ）,2025-11-17,スマスロ / AT,97.7,99.0,,104.2,107.9,114.2,1/280.4,1/273.4,,1/247.3,1/232.2,1/210.5,1/596.7,1/584.1,,1/553.6,1/526.4,1/504.2,スマスロ版:AT(擬似ボーナス)機、5段階設定(設定3非搭載)、機械割は設定1=97.7%/設定2=99.0%/設定4=104.2%/設定5=107.9%/設定6=114.2%、BB(SBB含む):RB確率(合算)は設定1=1/280.4:1/596.7(合算1/190.8)、設定2=1/273.4:1/584.1(合算1/186.2)、設定4=1/247.3:1/553.6(合算1/171.0)、設定5=1/232.2:1/526.4(合算1/161.1)、設定6=1/210.5:1/504.2(合算1/148.5)、ボーナス3種(スーパーBIG平均616枚・BIG平均367枚・REG平均95枚)、通常時モード全6種(モードD/Eはボーナス高確)、ボーナス合算は設定1=1/190.8/設定2=1/186.2/設定4=1/171.0/設定5=1/161.1/設定6=1/148.5,https://1geki.jp/slot/l_nplnt/,selected,0.9,ネオプラネット,1,title_contains,ネオプラネット,セブンリーグ,スマスロ,AT,0,,,,,,,,,,,,,1/190.8,1/186.2,,1/171.0,1/161.1,1/148.5,,,,,,,,,,,,,,
ハイパーラッシュ,セブンリーグ,2024-09-17,AT(擬似ノーマル),97.8,98.9,101.1,104.5,106.8,109.1,1/251.1,1/246.4,1/237.4,1/224.4,1/214.2,1/204.8,1/378.8,1/364.1,1/341.3,1/315.1,1/297.9,1/273.1,完全攻略時100%超 天井なし,https://1geki.jp/slot/s_hyper_rush/,selected,0.9,ハイパーラッシュ,1,title_contains,ハイパーラッシュ,セブンリーグ,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハイビリターン‐30,PIONEER（パイオニア）,2025-07-07,AT,98.1,99.5,,102.4,105.4,108.0,1/231.2,1/226.5,,1/214.0,1/201.9,1/195.5,1/346.1,1/337.7,,1/315.4,1/294.0,1/283.7,機械割設定1=98.1%・設定2=99.5%・設定4=102.4%・設定5=105.4%・設定6=108.0%、初当り確率1/296.7(設定1)〜1/240.8(設定6)、共通ベル(左1st15枚ベル)確率が主な設定判別ポイント、ボーナス終了時フェザーランプ色で設定示唆、天国移行までモード転落なし、ボーナス初当りは設定1=1/296.7/設定2=1/289.0/設定4=1/269.4/設定5=1/250.2/設定6=1/240.8,https://1geki.jp/slot/s_haibi_return30/,selected,0.9,ハイビリターン‐30,1,title_contains,ハイビリターン‐30,パイオニア,メダル,AT,0,,,,,,,1/296.7,1/289.0,,1/269.4,1/250.2,1/240.8,,,,,,,,,,,,,,,,,,,,
ハッピージャグラーVIII,北電子,2022-10-24,ノーマル,97.0,98.1,99.9,102.9,105.8,108.4,1/273.1,1/270.8,1/263.2,1/254.0,1/239.2,1/226.0,1/397.2,1/362.1,1/332.7,1/300.6,1/273.1,1/256.0,天井:非搭載,https://1geki.jp/slot/s_happyjuggler_v3/,selected,0.85,ハッピージャグラーVIII,1,title_contains,ハッピージャグラーVIII,北電子,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ハードボイルド,サミー,2022-10-03,A+AT,97.9,98.9,100.6,104.3,106.1,108.1,1/278,1/273,1/268,1/264,1/260,1/255,,,,,,,BB確率 天井:1000G,https://1geki.jp/slot/s_hardboild/,selected,0.9,ハードボイルド,1,title_contains,ハードボイルド,サミー,メダル,A+AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオハザード RE:2,アデリオン,2022-10-03,AT,98.1,99.1,101.2,105.5,108.1,110.1,,,,,,,,,,,,,AT確率:1/343〜1/252 天井:1000G,https://1geki.jp/slot/s_bhr2/,selected,0.9,バイオハザード RE:2,1,title_contains,バイオハザード RE:2,アデリオン,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオハザード RE:3,Enterrise（エンターライズ）,2026-05-11,スマスロ / AT,97.5,98.6,100.9,105.4,110.5,113.1,,,,,,,,,,,,,機械割設定1=97.5%・設定6=113.1%、AT初当り確率1/399.0(設定1)〜1/311.2(設定6)、AT中はボーナス抽選約1/60、CZ「ネメシスバトル」突入率に設定差,https://1geki.jp/slot/l_bhr2/,selected,0.9,バイオハザード RE:3,1,title_contains,バイオハザード RE:3,エンターライズ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオハザード5,Enterrise（エンターライズ）,2025-03-03,スマスロ / AT,97.8,98.8,100.6,104.6,108.9,114.9,,,,,,,,,,,,,過去機種につき割愛,https://1geki.jp/slot/l_biohazard5/,selected,0.85,バイオハザード5,1,title_contains,スマスロ バイオハザード5,エンターライズ,スマスロ,AT,0,1/325.8,1/314.4,1/298.2,1/271.4,1/249.6,1/236.2,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオハザード7 レジデント イービル,アデリオン,2021-02-08,AT,97.9,98.9,100.5,104.6,107.7,110.1,,,,,,,,,,,,,AT初当り:1/424〜1/339 天井:753G,https://1geki.jp/slot/s_bh7/,selected,0.85,バイオハザード7 レジデント イービル,1,title_contains,バイオハザード7 レジデント イービル,アデリオン,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バイオハザード:ヴェンデッタ,RODEO（ロデオ）,2023-07-24,スマスロ / AT,97.8,98.8,101.5,106.0,108.5,112.0,,,,,,,,,,,,,AT確率:1/395〜1/307 天井:810G,https://1geki.jp/slot/l_biohazard_vendetta/,selected,0.85,バイオハザード:ヴェンデッタ,1,title_contains,バイオハザード:ヴェンデッタ,ロデオ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バキ 強くなりたくば喰らえ!!!,オリンピア,2022-11-21,スマスロ / AT,97.5,98.6,101.2,103.8,106.8,110.4,,,,,,,,,,,,,AT確率:1/336〜1/252 天井:600G+α,https://1geki.jp/slot/s_baki_tk/,selected,0.85,バキ 強くなりたくば喰らえ!!!,1,title_contains,バキ 強くなりたくば喰らえ!!!,オリンピア,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バジリスク絆2,エレコ,2020-02-17,AT,97.4,98.6,102.0,106.1,110.1,112.9,,,,,,,,,,,,,BT確率:1/525〜1/235 天井:800G,https://1geki.jp/slot/s_b_kizna2/,selected,1.0,バジリスク絆2,1,manual_verified_distinct_machine,バジリスク絆2,エレコ,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,MIZUHO（ミズホ）,2023-12-18,スマスロ / AT,97.4,98.5,102.0,106.2,110.5,114.9,,,,,,,,,,,,,BT確率:1/418〜1/247 天井:BC間333G,https://1geki.jp/slot/l_b_kizuna2_tnzn/,selected,0.85,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,1,title_contains,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,ミズホ,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バベル,UNIVERSAL BROS.（ユニバーサルブロス）,2025-10-06,スマスロ / AT,97.4,99.1,101.6,104.8,107.5,110.0,1/328.2,1/316.4,1/301.6,1/283.0,1/267.1,1/254.0,1/655.6,1/613.7,1/564.3,1/499.5,1/456.5,1/421.3,2002年版(4号機)はBIG・REG共に全設定1/240、機械割設定1=95.5%〜設定6=132.9%。スマスロ版(2025年導入)機械割は設定1=97.4%/設定2=99.1%/設定3=101.6%/設定4=104.8%/設定5=107.5%/設定6=110.0%、BB:RB確率(合算)は設定1=1/328.2:1/655.6(合算1/218.7)、設定2=1/316.4:1/613.7(合算1/208.8)、設定3=1/301.6:1/564.3(合算1/196.5)、設定4=1/283.0:1/499.5(合算1/180.6)、設定5=1/267.1:1/456.5(合算1/168.5)、設定6=1/254.0:1/421.3(合算1/158.5)、ボーナス初当り確率は設定1=1/538.3〜設定6=1/467.6、弱・強チェリーからのボーナス当選率が高設定優遇、サソリ成立回数3・6回目当選率に設定差、ボーナス初当りは設定1=1/538.3/設定2=1/527.5/設定3=1/510.8/設定4=1/499.0/設定5=1/481.2/設定6=1/467.6、ボーナス合算は設定1=1/218.7/設定2=1/208.8/設定3=1/196.5/設定4=1/180.6/設定5=1/168.5/設定6=1/158.5,https://1geki.jp/slot/l_babel/,selected,0.9,バベル,1,title_contains,バベル,ユニバーサルブロス,スマスロ,AT,0,,,,,,,1/538.3,1/527.5,1/510.8,1/499.0,1/481.2,1/467.6,1/218.7,1/208.8,1/196.5,1/180.6,1/168.5,1/158.5,,,,,,,,,,,,,,
バンドリ！,OLYMPIA ESTATE（オリンピアエステート）,2024-11-05,スマスロ / AT,,97.6,98.9,105.2,110.0,112.5,,,,,,,,,,,,,AT確率:1/298〜1/231 天井:10周期,https://1geki.jp/slot/l_bang_dream/,selected,0.9,バンドリ！,1,title_contains,バンドリ！,オリンピアエステート,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バーサスリヴァイズ,アクロス,2022-01-11,ノーマル,97.8,99.5,,,104.2,107.1,1/264.3,1/260.1,,,1/244.5,1/237.4,1/344.9,1/334.4,,,1/292.6,1/277.7,"設定1,2,5,6 天井なし",https://1geki.jp/slot/s_versus_rexse/,selected,0.9,バーサスリヴァイズ,1,title_contains,バーサスリヴァイズ,アクロス,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バーニングエクスプレス,KITA DENSHI（北電子）,2025-12-01,スマスロ / AT,98.5,99.9,,103.7,107.7,110.2,,,,,,,,,,,,,機械割は設定1=98.5%、設定2=99.9%、設定4=103.7%、設定5=107.7%、設定6=110.2%(設定3非搭載)、バーニングボーナス(紫7揃い):エクスプレスボーナス(紫7･紫7･白BAR)確率は設定1=1/385.3:1/409.8(合算1/198.6)、設定2=1/380.1:1/403.9(合算1/195.8)、設定4=1/362.2:1/382.2(合算1/186.0)、設定5=1/350.3:1/367.8(合算1/179.4)、設定6=1/342.7:1/359.2(合算1/175.4)、メイン「BURNING BONUS」平均獲得枚数約500枚、ボーナス合算は設定1=1/198.6/設定2=1/195.8/設定4=1/186.0/設定5=1/179.4/設定6=1/175.4,https://1geki.jp/slot/l_burning_express/,selected,0.9,バーニングエクスプレス,1,title_contains,バーニングエクスプレス,北電子,スマスロ,AT,0,,,,,,,,,,,,,1/198.6,1/195.8,,1/186.0,1/179.4,1/175.4,,,,,,,,,,,,,,
パチスロULTRAMAN-KE,OK!!（オッケー）,2025-06-02,スマスロ / AT,97.7,99.0,,104.1,109.7,114.9,,,,,,,,,,,,,ATタイプ/スマスロ/天井(最大998G+α)、AT純増約4.0枚/G、ベース(50枚あたり)約33.6G、機械割は設定1=97.7%/設定2=99.0%/設定4=104.1%/設定5=109.7%/設定6=114.9%(設定3未掲載)、AT初当り確率は設定1=1/320.2/設定2=1/308.7/設定4=1/271.9/設定5=1/247.3/設定6=1/222.8、設定1と設定6で機械割17%以上の差、上位状態「リミッター解除」継続率約93%(Vストック・引き戻し含む)、「ウルトラBONUS」(25G継続、スペシウムゾーン抽選)・「ウルトラタイム」(白7揃いから10G継続STタイプ),https://1geki.jp/slot/l_ultraman/,selected,1.0,パチスロULTRAMAN-KE,1,"title_contains,slug_contains",ULTRAMAN(スマスロ),オッケー,スマスロ,AT,0,1/320.2,1/308.7,,1/271.9,1/247.3,1/222.8,,,,,,,,,,,,,,,,,,,,,,,,,,
パチスロ新鬼武者,Enterrise（エンターライズ）,2020-03-23,AT,97.9,99.4,100.8,103.6,105.7,110.0,,,,,,,,,,,,,6号機 新鬼武者～DAWN OF DREAMS～、純増約3枚/GのAT機,https://1geki.jp/slot/s_sonimusya/,selected,0.9,パチスロ新鬼武者,3,title_contains,パチスロ新鬼武者,エンターライズ,メダル,AT,0,,,,,,,1/299.8,1/297.8,1/272.7,1/258.3,1/226.3,1/161.0,,,,,,,,,,,,,,,,,,,新鬼武者 6号機 ～DAWN OF DREAMS～：【スロット新台】解析・スペック・打ち方・設定判別・導入日・ゲーム性・天井まとめ,2026-08-30
ビッグドリーム THE GOLDEN PUSHER,GINZA（銀座）,2026-05-11,スマスロ / AT,97.4,98.8,100.1,104.4,106.5,111.3,,,,,,,,,,,,,機械割設定1=97.4%〜設定6=111.3%、CZ確率1/337.7(設定1)〜1/303.4(設定6)、AT初当り確率1/629.3(設定1)〜1/536.2(設定6),https://1geki.jp/slot/l_bigdream/,selected,0.85,ビッグドリーム THE GOLDEN PUSHER,1,title_contains,ビッグドリーム THE GOLDEN PUSHER,銀座,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ピンクパンサーSP,山佐,2022-06-06,A+ART,98.2,99.4,101.4,104.2,105.1,107.3,1/270.8,1/266.4,1/262.1,1/258.0,1/256.0,1/252.1,1/385.5,1/381.0,1/376.6,1/368.2,1/364.1,1/356.2,完全攻略時100%超,https://1geki.jp/slot/s_pinkpanther_sp/,selected,0.9,ピンクパンサーSP,1,title_contains,ピンクパンサーSP,山佐,メダル,A+ART,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファイヤードリフト,サミー,2023-12-18,AT,97.7,98.8,100.9,105.5,108.3,111.4,,,,,,,,,,,,,ボーナス合算:1/249〜1/188 天井:900G,https://1geki.jp/slot/s_firedrift/,selected,0.9,ファイヤードリフト,1,title_contains,ファイヤードリフト,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファミスタ回胴版!!,UNIVERSAL BROS.（ユニバーサルブロス）,2023-09-04,A+ART,98.3,99.7,,,102.3,104.2,1/303.4,1/302.0,,,1/300.6,1/299.3,1/455.1,1/414.8,,,1/381.0,1/356.2,"設定1,2,5,6 完全攻略時102%、ボーナス合算は設定1=1/182.0/設定2=1/174.8/設定5=1/168.0/設定6=1/162.6",https://1geki.jp/slot/s_famista_kaido/,selected,0.85,ファミスタ回胴版!!,1,title_contains,ファミスタ回胴版!!,ユニバーサルブロス,メダル,A+ART,0,,,,,,,,,,,,,1/182.0,1/174.8,,,1/168.0,1/162.6,,,,,,,,,,,,,,
ファンキージャグラー2,北電子,2021-10-04,ノーマル,97.0,98.5,99.8,102.0,104.3,109.0,1/266.4,1/259.0,1/256.0,1/249.2,1/240.1,1/219.9,1/439.8,1/407.1,1/366.1,1/322.8,1/299.3,1/262.1,天井:非搭載,https://1geki.jp/slot/s_funkyjuggler2/,selected,0.9,ファンキージャグラー2,1,title_contains,ファンキージャグラー2,北電子,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ファンタシースターオンライン2,サミー,2020-02-25,AT,97.8,98.8,100.2,104.0,106.6,110.0,,,,,,,,,,,,,AT初当り:1/353〜1/258 天井:800G,https://1geki.jp/slot/s_pso2/,selected,0.9,ファンタシースターオンライン2,1,title_contains,ファンタシースターオンライン2,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
フレームアームズ・ガール,ネット,2021-02-08,AT,97.6,98.7,100.7,104.5,108.2,112.3,,,,,,,,,,,,,AT初当り:1/280〜1/200 天井:777G,https://1geki.jp/slot/s_fagirl/,selected,0.9,フレームアームズ・ガール,1,title_contains,フレームアームズ・ガール,ネット,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プリズムナナ,Carmina（カルミナ）,2025-12-08,スマスロ / AT,97.7,98.5,100.1,105.5,110.1,114.9,,,,,,,,,,,,,ATタイプ/スマスロ/天井(最大899G+α、最大7周期)、AT初当り確率は設定1=1/351.8/設定2=1/346.9/設定3=1/337.2/設定4=1/306.6/設定5=1/290.1/設定6=1/278.6、機械割は設定1=97.7%/設定2=98.5%/設定3=100.1%/設定4=105.5%/設定5=110.1%/設定6=114.9%、BURNING ZONE(主ST)・LIGHTNING ZONE(上位ST)、プリプリゾーン(平均93ポイント加算),https://1geki.jp/slot/l_prismnana/,selected,0.9,プリズムナナ,1,title_contains,プリズムナナ,カルミナ,スマスロ,AT,0,1/351.8,1/346.9,1/337.2,1/306.6,1/290.1,1/278.6,,,,,,,,,,,,,,,,,,,,,,,,,,
プレミアムうまい棒,OLYMPIA ESTATE（オリンピアエステート）,2025-06-02,スマスロ / ノーマル / BT,97.6,98.5,,,103.7,106.5,1/299.3,1/296.5,,,1/293.9,1/291.3,1/471.5,1/455.1,,,1/337.8,1/291.3,機械割設定1=97.6%・設定2=98.5%・設定5=103.7%・設定6=106.5%、BIG確率1/299.3(設定1)〜1/291.3(設定6)、REG確率1/471.5(設定1)〜1/291.3(設定6、設定差大)、ボーナス合算1/183.1(設定1)〜1/145.6(設定6)、BIG後は必ずBT移行(97%がリプリプベル約126枚・3%赤7揃いで約476枚)、REGはBT非発動で99枚で終了、ボーナス合算は設定1=1/183.1/設定2=1/179.6/設定5=1/157.2/設定6=1/145.6,https://1geki.jp/slot/lb_umaibou/,selected,0.85,プレミアムうまい棒,1,title_contains,プレミアムうまい棒,オリンピアエステート,スマスロ,ノーマル,1,,,,,,,,,,,,,1/183.1,1/179.6,,,1/157.2,1/145.6,,,,,,,,,,,,,,
ベルセルク無双,EXCITE（エキサイト）,2023-06-05,スマスロ / AT,97.6,98.5,,104.9,107.9,110.4,,,,,,,,,,,,,AT初当り:1/383〜1/271 天井:999G,https://1geki.jp/slot/l_berserkmuso/,selected,0.9,ベルセルク無双,1,title_contains,ベルセルク無双,エキサイト,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ペルソナ5,サミー,2022-09-05,AT,97.7,98.8,100.6,104.6,107.4,110.2,,,,,,,,,,,,,AT確率:1/399〜1/272 天井:999G,https://1geki.jp/slot/s_persona5/,selected,0.9,ペルソナ5,1,title_contains,ペルソナ5,サミー,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マイジャグラーV,北電子,2021-12-06,ノーマル,97.0,98.0,99.9,102.8,105.3,109.4,1/273.1,1/270.8,1/266.4,1/254.0,1/240.1,1/229.1,1/409.6,1/385.5,1/336.1,1/290.0,1/268.6,1/229.1,天井:非搭載,https://1geki.jp/slot/s_myj5/,selected,0.85,マイジャグラーV,1,title_contains,マイジャグラーV,北電子,メダル,ノーマル,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マギアレコード 魔法少女まどか☆マギカ外伝,MIZUHO（ミズホ）,2025-04-07,スマスロ / AT,97.6,98.9,102.0,106.0,110.4,114.9,,,,,,,,,,,,,AT初当り:1/654.6〜1/416.7 / ボーナス4種(エピソード/ビッグ/タマミ/アリナトリウム)、ボーナス初当りは設定1=1/240.6/設定2=1/236.1/設定3=1/222.8/設定4=1/208.5/設定5=1/195.1/設定6=1/184.3,https://1geki.jp/slot/l_magireco/,selected,0.85,マギアレコード 魔法少女まどか☆マギカ外伝,1,title_contains,マギアレコード 魔法少女まどか☆マギカ外伝,ミズホ,スマスロ,AT,0,1/240.6,1/236.1,1/222.8,1/208.5,1/195.1,1/184.3,1/240.6,1/236.1,1/222.8,1/208.5,1/195.1,1/184.3,,,,,,,,,,,,,,,,,,,,
マクロスデルタ,SANKYO,2021-04-19,AT,97.5,98.6,100.3,104.2,107.4,109.8,,,,,,,,,,,,,AT確率:1/552〜1/395 天井:777G,https://1geki.jp/slot/s_macross_delta/,selected,0.9,マクロスデルタ,1,title_contains,マクロスデルタ,SANKYO,メダル,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マクロスフロンティア4,SANKYO（三共）,2024-01-09,スマスロ / AT,97.7,98.7,101.2,105.5,110.1,114.9,,,,,,,,,,,,,AT初当り:1/447〜1/325 天井:1000G,https://1geki.jp/slot/l_macross_f4/,selected,0.85,マクロスフロンティア4,1,title_contains,マクロスフロンティア4,三共,スマスロ,AT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
